200741750	11
9693167	11
7217409	11
225348356	10
209064310	10
59291142	10
43561520	10
4909962	10
4518379	10
4431052	10
3895359	10
2649851	10
123971	10
224569680	9
215610888	9
142534854	9
139183034	9
131541385	9
43269671	9
30050965	9
27589226	9
22522985	9
20809225	9
16193304	9
11263325	9
10023196	9
9736421	9
8680713	9
4134179	9
169085993	8
161865943	8
159631505	8
142922412	8
138248593	8
105539752	8
45124740	8
34804512	8
30272789	8
20113344	8
7640927	8
7547134	8
6219443	8
5843734	8
5017376	8
3103047	8
2136683	8
1433787	8
269180107	7
220173520	7
217618390	7
211011621	7
169649047	7
156166512	7
155655149	7
150552679	7
89774082	7
47594553	7
40910467	7
26487686	7
21681035	7
19843078	7
17436555	7
16595501	7
12267640	7
11437854	7
8350702	7
8012470	7
5850705	7
307988225	6
275245792	6
262314934	6
236794522	6
220174351	6
214404162	6
209727741	6
200078827	6
175982752	6
173698226	6
168222346	6
167430502	6
165768185	6
151722917	6
139696687	6
137197230	6
131964954	6
110543924	6
107274566	6
93263139	6
75602894	6
55367320	6
27554461	6
16842054	6
16659985	6
16280261	6
15918520	6
15103773	6
14659482	6
12344849	6
11175338	6
11036360	6
5620581	6
881981	6
319137508	5
307185209	5
301755793	5
290613762	5
288770564	5
278717384	5
275531523	5
251596880	5
238700453	5
237342228	5
234086888	5
230338233	5
220014311	5
219001320	5
218479847	5
211838429	5
210793353	5
202476801	5
193461597	5
188394448	5
187395926	5
174577414	5
170114434	5
164995604	5
157384118	5
145848514	5
142565473	5
137642922	5
136744597	5
125637480	5
124575088	5
110310794	5
109193622	5
97971506	5
89718332	5
83990904	5
71497949	5
64207280	5
53439801	5
52423726	5
51136301	5
42852695	5
30879513	5
29014271	5
19370928	5
19203394	5
13844027	5
13418247	5
12403279	5
9463749	5
9311605	5
6168043	5
3307112	5
948669	5
535563	5
303492552	4
293190694	4
280623423	4
278738786	4
265816021	4
260742248	4
259155648	4
255467908	4
255038461	4
253436443	4
252516844	4
250905887	4
234276068	4
229174716	4
225851262	4
220333317	4
220104985	4
215245853	4
215206009	4
213509779	4
206163248	4
205542033	4
196519726	4
196478488	4
196440313	4
193537640	4
179658427	4
169175728	4
166072024	4
148233982	4
145152947	4
139625106	4
136648801	4
134159957	4
132210866	4
126696113	4
122487261	4
118916976	4
115954707	4
114942876	4
113130968	4
107078057	4
104119595	4
92510984	4
92283380	4
91745957	4
70220302	4
67832529	4
65175569	4
61547440	4
58201329	4
56230959	4
51959831	4
51674655	4
48030331	4
22884716	4
19471864	4
13754002	4
11886934	4
6809578	4
4947691	4
1786245	4
72601	4
24615	4
338509762	3
335541438	3
334115866	3
330970340	3
330709132	3
327862681	3
326478182	3
321942956	3
317376120	3
312404648	3
297620803	3
295648005	3
293528585	3
282261289	3
271546917	3
270750413	3
261944557	3
260081980	3
258868373	3
256444136	3
255658727	3
255128205	3
247504024	3
242757395	3
237994729	3
236576611	3
233638396	3
229567626	3
228307832	3
227185783	3
225495771	3
222702027	3
220320104	3
219285752	3
218643134	3
218180952	3
211426828	3
210118630	3
201900572	3
198617330	3
192876317	3
191234240	3
190243734	3
187856744	3
185404411	3
185019080	3
184157261	3
183365825	3
180269200	3
176495615	3
172001960	3
170994147	3
168128868	3
167793104	3
166665652	3
166471278	3
163635926	3
162798257	3
155037519	3
153047691	3
152606052	3
151848557	3
151140657	3
145367347	3
142900600	3
141976356	3
137438061	3
135458639	3
135438240	3
135034634	3
134928253	3
134406552	3
133907757	3
128227715	3
124099824	3
120630071	3
118946687	3
113705293	3
112406626	3
104089947	3
102172705	3
91428212	3
91411164	3
90112897	3
87436964	3
86290003	3
85187384	3
80685953	3
76525385	3
69489115	3
68900882	3
64971391	3
58354283	3
55630258	3
49210292	3
46756386	3
45156238	3
41717076	3
38447277	3
38396137	3
34188934	3
33809596	3
30817749	3
30518414	3
29479964	3
27915352	3
26402654	3
25809722	3
25310793	3
25046687	3
24517462	3
21020028	3
19028586	3
16727049	3
16227209	3
13715779	3
12778177	3
11151617	3
7730393	3
1948638	3
790242	3
408514395	2
406788587	2
400653154	2
375516764	2
372171457	2
371242302	2
371221397	2
368861551	2
365030456	2
364941923	2
364752816	2
364643125	2
363502800	2
363159515	2
363072778	2
362165149	2
361885441	2
361397443	2
361392899	2
360223582	2
359936512	2
359147044	2
358616030	2
355660149	2
353686988	2
353559787	2
353344404	2
352716811	2
351904461	2
351696168	2
351493059	2
351085429	2
351014096	2
349797630	2
348803181	2
347863219	2
347807954	2
346703898	2
346123407	2
345619254	2
345291927	2
344880476	2
344390943	2
343874843	2
343416743	2
340954044	2
340418148	2
339846706	2
338788557	2
338643799	2
338327006	2
336777870	2
335945841	2
335662742	2
334749896	2
332896851	2
331157290	2
328629225	2
328016991	2
328015275	2
327310022	2
327058946	2
326695796	2
325945837	2
325579713	2
325315767	2
325012245	2
323889952	2
322961564	2
322391559	2
322195874	2
321874063	2
321626063	2
320037280	2
319798035	2
319768440	2
319066277	2
317089099	2
317019488	2
316141051	2
316094025	2
316072171	2
314384271	2
314209214	2
313938345	2
313834737	2
313306526	2
313012684	2
312563270	2
312538076	2
308261550	2
308219322	2
307508509	2
307084802	2
306789179	2
306623732	2
306356865	2
305472566	2
304559712	2
304405043	2
304219587	2
304147388	2
304039216	2
303089739	2
302612573	2
302335047	2
301877440	2
301258689	2
297633688	2
296659285	2
295302729	2
295199381	2
293820014	2
293601604	2
291641944	2
290659931	2
290124609	2
289985141	2
289948908	2
289629267	2
286927336	2
285738672	2
285444792	2
283825376	2
283804543	2
282961173	2
282786542	2
281886673	2
279058683	2
278934545	2
278907347	2
278532799	2
278100461	2
273895554	2
273651206	2
272814821	2
272293780	2
271454721	2
270097678	2
269153016	2
268556496	2
268371854	2
267952466	2
267488701	2
267381035	2
266975994	2
266872830	2
266678906	2
266009543	2
265971419	2
265405579	2
264296441	2
264231334	2
263872038	2
263679692	2
263542311	2
261843801	2
260823158	2
260611934	2
260096078	2
259563417	2
259256351	2
258507687	2
258475044	2
258460667	2
257445055	2
257394894	2
256920022	2
254462017	2
253649623	2
253456412	2
253320191	2
253177058	2
252396184	2
251347768	2
250416456	2
250108877	2
249764910	2
249076816	2
248943627	2
248889868	2
247791752	2
246777092	2
246722779	2
246432448	2
245208944	2
245005997	2
244747652	2
243734664	2
243587114	2
243583071	2
243232600	2
241170029	2
238671167	2
238614241	2
238395653	2
237812885	2
237530519	2
237358222	2
236925885	2
236447491	2
235870854	2
235279950	2
234924903	2
233865359	2
233203382	2
232399532	2
232069458	2
231923242	2
230887271	2
229083979	2
228969938	2
227768666	2
227546493	2
227086814	2
226921558	2
226877724	2
226428997	2
226420949	2
225525276	2
224395636	2
224308173	2
224180712	2
221591730	2
221546179	2
219401121	2
218856646	2
218327855	2
218179304	2
217745147	2
216917618	2
216406788	2
215351442	2
213793760	2
213714860	2
213196791	2
212861548	2
212193997	2
211118609	2
210934916	2
210621122	2
210510787	2
210176290	2
209416546	2
208034764	2
206807803	2
206520984	2
206329409	2
206017330	2
205414609	2
204877240	2
203918566	2
203764372	2
203134467	2
201264529	2
201107162	2
201086442	2
200879811	2
200784096	2
199767701	2
198431657	2
197554839	2
196396464	2
196390307	2
194599535	2
193130680	2
193115042	2
193079830	2
191265809	2
190752362	2
188840990	2
188552580	2
188518235	2
187517142	2
186926941	2
186206844	2
184573174	2
184566782	2
183526767	2
183339788	2
183328481	2
182597966	2
182406320	2
182272739	2
182252147	2
181769537	2
181492468	2
181128094	2
180112328	2
179643392	2
179028204	2
178515273	2
176561914	2
176463609	2
176245330	2
176143275	2
175827481	2
175162263	2
174297625	2
173987270	2
173631842	2
172686496	2
172513574	2
171761895	2
171694789	2
170886058	2
170437385	2
169854739	2
169306179	2
167778041	2
166775699	2
166613324	2
166281709	2
166256446	2
165199875	2
165130859	2
164529888	2
163795382	2
162436185	2
162323416	2
161034326	2
160818148	2
157290284	2
156457570	2
156166297	2
154904766	2
154625459	2
153438732	2
152572701	2
152475722	2
152257797	2
151487098	2
150529321	2
148027596	2
147492365	2
146974957	2
146799392	2
146776810	2
146433661	2
145222060	2
